product_id,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date
P00627,Prestige Aluminium Foil,Household,Kitchen Essentials,Prestige,226,0,353,4.8,6.17,37.89,No,294,2023-03-15
P00628,Santoor Face Wash,Personal Care,Bath & Body,Santoor,86,5,703,3.4,34.42,35.06,No,579,2021-04-28
P00629,Pepsi Fruit Juice,Beverages,Cold Drinks & Juices,Pepsi,64,5,743,3.9,22.76,31.16,No,682,2022-12-28
P00630,Kurkure Marie Biscuits,Snacks,Snacks & Biscuits,Kurkure,141,5,722,4.7,8.81,34.55,No,556,2021-09-23
P00631,Reliance Fresh Banana,Fresh,Fruits & Vegetables,Reliance Fresh,81,10,2010,3.7,28.88,34.56,Yes,6,2022-12-31
P00632,Fortune Rice Bran Oil,Staples,Edible Oils & Ghee,Fortune,482,10,408,3.4,34.47,36.47,No,395,2020-11-24
P00633,Bru Coffee Beans,Beverages,Tea & Coffee,Bru,134,10,231,4.6,10.82,32.93,No,602,2021-11-12
P00634,Pepsodent Toothpaste,Personal Care,Oral Care,Pepsodent,228,10,458,3.3,35.26,29.06,No,514,2022-07-17
P00635,Fiama Bath Soap,Personal Care,Bath & Body,Fiama,134,15,265,3.2,36.6,35.42,No,264,2020-08-14
P00636,Tata Sampann Masoor Dal,Staples,"Atta, Rice & Dal",Tata Sampann,483,20,811,4.5,10.96,32.82,No,316,2021-06-17
P00637,Saffola Desi Ghee,Staples,Edible Oils & Ghee,Saffola,283,0,546,3.8,25.18,34.34,No,409,2020-02-12
P00638,FreshBasket Orange,Fresh,Fruits & Vegetables,FreshBasket,70,10,1309,3.3,35.85,31.0,Yes,7,2020-07-01
P00639,Parle Roasted Peanuts,Snacks,Snacks & Biscuits,Parle,23,20,1428,4.5,12.78,27.61,No,686,2020-08-30
P00640,Daawat Sona Masoori Rice,Staples,"Atta, Rice & Dal",Daawat,197,15,1020,3.4,34.57,31.0,No,469,2024-01-28
P00641,Lux Body Lotion,Personal Care,Bath & Body,Lux,249,5,124,3.7,26.79,30.73,No,434,2022-01-27
P00642,Scotch-Brite Aluminium Foil,Household,Kitchen Essentials,Scotch-Brite,280,5,280,4.9,3.19,36.82,No,572,2023-12-21
P00643,Red Label Tea Powder,Beverages,Tea & Coffee,Red Label,670,0,125,3.8,24.7,26.38,No,226,2020-01-11
P00644,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,429,5,884,4.7,6.12,37.31,No,353,2022-10-28
P00645,Brooke Bond Herbal Tea,Beverages,Tea & Coffee,Brooke Bond,191,10,843,4.1,18.43,38.25,No,225,2020-09-18
P00646,Nescafe Filter Coffee,Beverages,Tea & Coffee,Nescafe,540,10,312,4.2,18.28,36.04,No,500,2022-06-11
P00647,Freedom Olive Oil,Staples,Edible Oils & Ghee,Freedom,234,20,1099,4.8,5.91,33.4,No,373,2020-10-31
P00648,LocalFarm Tomato,Fresh,Fruits & Vegetables,LocalFarm,140,10,994,4.4,13.31,25.07,Yes,12,2020-03-24
P00649,Continental Filter Coffee,Beverages,Tea & Coffee,Continental,568,15,200,4.6,10.6,38.14,No,275,2021-02-21
P00650,Bingo Namkeen Mix,Snacks,Snacks & Biscuits,Bingo,164,20,650,4.2,18.91,32.11,No,364,2022-05-02
P00651,Reliance Fresh Spinach,Fresh,Fruits & Vegetables,Reliance Fresh,44,10,863,3.7,28.94,38.16,Yes,10,2023-04-24
P00652,Amul Butter,Fresh,Dairy & Eggs,Amul,50,15,2473,4.4,13.44,30.58,Yes,9,2023-05-01
P00653,Dove Hand Wash,Personal Care,Bath & Body,Dove,271,10,504,3.4,34.59,27.98,No,469,2021-10-23
P00654,NaturePick Green Chilli,Fresh,Fruits & Vegetables,NaturePick,117,0,1673,3.6,28.72,28.44,Yes,11,2020-07-01
P00655,FreshBasket Tomato,Fresh,Fruits & Vegetables,FreshBasket,123,10,1038,3.4,33.47,33.51,Yes,9,2023-11-03
P00656,Ariel Floor Cleaner,Household,Cleaning & Laundry,Ariel,456,20,285,4.0,22.66,32.85,No,613,2020-07-03
P00657,Brooke Bond Instant Coffee,Beverages,Tea & Coffee,Brooke Bond,544,15,189,3.3,35.03,33.05,No,409,2023-08-19
P00658,Patanjali Talcum Powder,Personal Care,Bath & Body,Patanjali,82,10,605,3.9,24.72,32.84,No,332,2020-09-18
P00659,Dabur Red Toothbrush,Personal Care,Oral Care,Dabur Red,159,10,589,3.3,34.23,39.32,No,290,2022-11-11
P00660,Continental Tea Powder,Beverages,Tea & Coffee,Continental,682,10,338,3.6,28.25,32.45,No,296,2023-09-16
P00661,Paper Boat Fruit Juice,Beverages,Cold Drinks & Juices,Paper Boat,31,0,1056,4.7,6.89,31.19,No,645,2023-10-04
P00662,Brooke Bond Masala Tea,Beverages,Tea & Coffee,Brooke Bond,316,5,196,4.5,11.81,26.93,No,288,2022-06-07
P00663,Harpic Detergent Powder,Household,Cleaning & Laundry,Harpic,199,0,281,4.3,15.38,33.92,No,678,2021-09-12
P00664,Prestige Food Storage Bags,Household,Kitchen Essentials,Prestige,194,0,169,3.4,32.57,27.76,No,372,2020-02-24
P00665,Dhara Olive Oil,Staples,Edible Oils & Ghee,Dhara,327,15,973,4.3,16.37,37.14,No,488,2022-08-07
P00666,Fortune Rice Bran Oil,Staples,Edible Oils & Ghee,Fortune,199,5,1058,3.5,32.11,25.54,No,662,2020-02-10
P00667,Real Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Real,120,0,668,3.2,37.89,29.3,No,605,2022-10-12
P00668,Closeup Toothpaste,Personal Care,Oral Care,Closeup,152,15,572,4.2,17.83,29.82,No,679,2021-04-19
P00669,Santoor Bath Soap,Personal Care,Bath & Body,Santoor,201,20,182,3.7,27.94,26.66,No,299,2022-10-10
P00670,Prestige Paper Towels,Household,Kitchen Essentials,Prestige,50,5,382,4.4,13.41,33.42,No,699,2021-03-25
P00671,Prestige Kitchen Towels,Household,Kitchen Essentials,Prestige,107,10,462,4.8,6.5,29.91,No,548,2022-08-25
P00672,Fortune Brown Rice,Staples,"Atta, Rice & Dal",Fortune,391,15,434,3.5,30.47,32.62,No,605,2022-10-08
P00673,Britannia Bhujia,Snacks,Snacks & Biscuits,Britannia,24,10,960,3.8,24.48,27.58,No,695,2020-03-06
P00674,Mother Dairy Buttermilk,Fresh,Dairy & Eggs,Mother Dairy,188,5,688,4.2,17.46,25.1,Yes,10,2020-04-05
P00675,Milton Cling Wrap,Household,Kitchen Essentials,Milton,93,0,480,4.6,10.89,28.67,No,288,2023-06-04
P00676,Ariel Detergent Powder,Household,Cleaning & Laundry,Ariel,251,0,299,4.7,6.47,35.62,No,632,2022-11-02
P00677,Tropicana Fruit Juice,Beverages,Cold Drinks & Juices,Tropicana,105,5,412,4.6,9.32,33.76,No,186,2021-05-17
P00678,Brooke Bond Masala Tea,Beverages,Tea & Coffee,Brooke Bond,187,10,512,4.4,13.25,30.56,No,431,2020-11-06
P00679,Glad Cling Wrap,Household,Kitchen Essentials,Glad,259,15,380,4.7,8.86,32.26,No,550,2020-03-01
P00680,Pepsi Soft Drink,Beverages,Cold Drinks & Juices,Pepsi,41,10,908,3.9,24.32,33.49,No,582,2020-03-16
P00681,Fiama Bath Soap,Personal Care,Bath & Body,Fiama,191,15,468,4.7,8.1,26.9,No,501,2021-12-05
P00682,Nandini Brown Eggs,Fresh,Dairy & Eggs,Nandini,209,15,1202,4.3,16.66,30.64,Yes,14,2023-08-28
P00683,Bru Coffee Beans,Beverages,Tea & Coffee,Bru,302,10,210,3.3,35.0,29.12,No,309,2022-12-01
P00684,Scotch-Brite Cling Wrap,Household,Kitchen Essentials,Scotch-Brite,199,20,381,4.5,10.48,39.58,No,444,2021-05-09
P00685,Mars Dark Chocolate,Snacks,Chocolates & Sweets,Mars,111,10,465,4.3,15.06,39.29,No,307,2022-07-08
P00686,Balaji Cookies,Snacks,Snacks & Biscuits,Balaji,80,20,1518,4.4,14.81,30.01,No,419,2021-12-18
P00687,Mars Milk Chocolate,Snacks,Chocolates & Sweets,Mars,436,20,785,3.6,28.98,31.26,No,549,2022-07-19
P00688,FreshBasket Cauliflower,Fresh,Fruits & Vegetables,FreshBasket,40,0,941,3.9,22.39,36.78,Yes,6,2022-01-26
P00689,Dabur Red Electric Toothbrush,Personal Care,Oral Care,Dabur Red,182,15,333,4.2,17.91,25.05,No,681,2024-02-07
P00690,Thums Up Fruit Juice,Beverages,Cold Drinks & Juices,Thums Up,144,15,389,4.8,5.54,32.06,No,397,2022-07-21
P00691,Tropicana Fruit Juice,Beverages,Cold Drinks & Juices,Tropicana,50,20,1142,3.4,33.11,35.66,No,715,2020-11-09
P00692,Country Delight Cheese,Fresh,Dairy & Eggs,Country Delight,107,10,1517,3.2,36.43,28.24,Yes,11,2020-04-09
P00693,Nestle Ladoo,Snacks,Chocolates & Sweets,Nestle,550,0,205,4.1,18.2,39.33,No,672,2023-03-19
P00694,Ferrero Gulab Jamun,Snacks,Chocolates & Sweets,Ferrero,536,20,249,4.5,11.51,33.09,No,640,2023-09-28
P00695,Pepsi Apple Juice,Beverages,Cold Drinks & Juices,Pepsi,124,15,581,4.7,7.02,39.31,No,633,2021-07-22
P00696,Fiama Shampoo,Personal Care,Bath & Body,Fiama,52,20,858,4.6,10.12,31.58,No,306,2023-08-11
P00697,Surf Excel Dishwash Liquid,Household,Cleaning & Laundry,Surf Excel,273,15,608,4.7,6.36,25.96,No,364,2020-02-08
P00698,Lays Bhujia,Snacks,Snacks & Biscuits,Lays,41,20,1748,3.7,27.77,32.63,No,203,2021-11-27
P00699,Coca-Cola Energy Drink,Beverages,Cold Drinks & Juices,Coca-Cola,101,15,675,3.4,34.94,31.87,No,472,2020-10-21
P00700,Fortune Desi Ghee,Staples,Edible Oils & Ghee,Fortune,237,10,606,4.4,12.18,25.58,No,365,2020-02-25
P00701,Santoor Face Wash,Personal Care,Bath & Body,Santoor,90,10,280,3.9,22.97,34.37,No,303,2020-04-16
P00702,India Gate Urad Dal,Staples,"Atta, Rice & Dal",India Gate,302,20,1172,3.9,22.35,39.09,No,655,2023-02-06
P00703,Coca-Cola Iced Tea,Beverages,Cold Drinks & Juices,Coca-Cola,124,5,235,3.7,28.89,29.87,No,432,2023-02-10
P00704,Patanjali Face Wash,Personal Care,Bath & Body,Patanjali,248,15,176,4.6,9.5,28.26,No,325,2022-02-03
P00705,Harpic Dishwash Liquid,Household,Cleaning & Laundry,Harpic,542,0,96,4.6,10.88,30.69,No,351,2020-01-02
P00706,Milky Mist Cheese,Fresh,Dairy & Eggs,Milky Mist,244,15,968,4.6,8.64,27.39,Yes,9,2020-04-03
P00707,Fortune Brown Rice,Staples,"Atta, Rice & Dal",Fortune,252,0,467,4.4,15.0,26.83,No,395,2023-06-04
P00708,Pigeon Food Storage Bags,Household,Kitchen Essentials,Pigeon,173,15,326,3.6,30.95,34.87,No,650,2023-05-12
P00709,Britannia Namkeen Mix,Snacks,Snacks & Biscuits,Britannia,175,15,297,4.7,8.02,33.8,No,680,2022-03-15
P00710,Surf Excel Detergent Liquid,Household,Cleaning & Laundry,Surf Excel,535,0,328,4.9,3.13,30.98,No,576,2020-12-28
P00711,Santoor Body Wash,Personal Care,Bath & Body,Santoor,229,5,437,3.2,38.23,28.62,No,546,2021-01-27
P00712,Heritage Paneer,Fresh,Dairy & Eggs,Heritage,156,10,628,3.7,28.71,29.4,Yes,8,2020-01-15
P00713,Emami Healthy & Tasty Sunflower Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,364,20,669,4.0,21.66,30.1,No,359,2020-05-13
P00714,Rin Detergent Liquid,Household,Cleaning & Laundry,Rin,345,20,342,4.7,8.19,35.88,No,203,2023-11-20
P00715,Closeup Electric Toothbrush,Personal Care,Oral Care,Closeup,50,15,209,4.7,6.97,27.34,No,596,2021-07-15
P00716,Country Delight Ghee,Fresh,Dairy & Eggs,Country Delight,162,0,1612,3.6,28.83,33.7,Yes,12,2021-10-09
P00717,Country Delight Paneer,Fresh,Dairy & Eggs,Country Delight,50,20,2512,3.2,38.21,25.32,Yes,11,2020-06-01
P00718,Kohinoor Basmati Rice,Staples,"Atta, Rice & Dal",Kohinoor,209,0,414,3.2,37.3,39.64,No,522,2021-05-27
P00719,India Gate Chana Dal,Staples,"Atta, Rice & Dal",India Gate,224,0,806,4.1,18.71,38.91,No,629,2020-07-14
P00720,Colgate Electric Toothbrush,Personal Care,Oral Care,Colgate,71,0,163,3.8,26.67,29.61,No,310,2020-05-06
P00721,Paper Boat Orange Juice,Beverages,Cold Drinks & Juices,Paper Boat,36,0,1525,3.3,34.16,27.25,No,591,2020-07-15
P00722,Milton Cling Wrap,Household,Kitchen Essentials,Milton,45,15,519,4.0,21.28,30.69,No,283,2021-11-26
P00723,Patanjali Talcum Powder,Personal Care,Bath & Body,Patanjali,208,20,290,3.4,32.04,29.3,No,378,2023-03-19
P00724,Freedom Mustard Oil,Staples,Edible Oils & Ghee,Freedom,572,20,505,3.5,30.41,39.34,No,310,2021-09-30
P00725,Pigeon Kitchen Towels,Household,Kitchen Essentials,Pigeon,199,20,557,4.5,10.44,35.37,No,531,2021-08-19
P00726,Haldirams Popcorn,Snacks,Snacks & Biscuits,Haldirams,34,5,1393,4.6,9.68,39.18,No,532,2021-02-04
P00727,Kohinoor Multigrain Atta,Staples,"Atta, Rice & Dal",Kohinoor,146,15,1243,4.2,16.99,31.32,No,523,2023-06-15
P00728,Nestle Gulab Jamun,Snacks,Chocolates & Sweets,Nestle,157,15,1100,4.5,10.13,36.71,No,183,2023-08-01
P00729,India Gate Chana Dal,Staples,"Atta, Rice & Dal",India Gate,172,15,944,4.6,9.13,33.99,No,186,2022-01-13
P00730,LocalFarm Brinjal,Fresh,Fruits & Vegetables,LocalFarm,49,5,1799,3.9,23.89,26.31,Yes,10,2020-03-30
P00731,Organic India Onion,Fresh,Fruits & Vegetables,Organic India,64,5,1615,4.4,13.02,31.69,Yes,7,2021-02-05
P00732,LocalFarm Carrot,Fresh,Fruits & Vegetables,LocalFarm,25,5,2283,4.3,16.66,34.92,Yes,8,2021-09-16
P00733,Tropicana Apple Juice,Beverages,Cold Drinks & Juices,Tropicana,63,20,1521,4.7,8.64,39.02,No,327,2020-09-24
P00734,Patanjali Masoor Dal,Staples,"Atta, Rice & Dal",Patanjali,405,10,694,4.2,18.93,36.33,No,227,2023-06-15
P00735,Rin Dishwash Bar,Household,Cleaning & Laundry,Rin,415,5,153,4.3,14.84,38.1,No,700,2023-04-11
P00736,B Natural Diet Soft Drink,Beverages,Cold Drinks & Juices,B Natural,36,5,1260,3.9,24.65,28.72,No,563,2022-10-18
P00737,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,231,20,476,4.4,13.48,35.97,No,590,2023-07-30
P00738,Tide Dishwash Liquid,Household,Cleaning & Laundry,Tide,287,15,353,3.9,22.92,26.67,No,340,2022-02-05
P00739,Parle Namkeen Mix,Snacks,Snacks & Biscuits,Parle,95,15,1326,3.8,25.75,33.02,No,524,2022-05-22
P00740,Bru Herbal Tea,Beverages,Tea & Coffee,Bru,476,15,386,3.7,26.07,33.37,No,451,2023-08-14
P00741,Milky Mist Curd,Fresh,Dairy & Eggs,Milky Mist,245,20,1234,4.1,18.23,35.85,Yes,8,2020-07-20
P00742,LocalFarm Brinjal,Fresh,Fruits & Vegetables,LocalFarm,71,10,1405,4.3,14.75,28.82,Yes,9,2021-01-25
P00743,Dove Face Wash,Personal Care,Bath & Body,Dove,193,10,404,4.5,11.21,33.91,No,192,2022-08-24
P00744,Lux Body Lotion,Personal Care,Bath & Body,Lux,156,5,523,3.6,29.76,31.71,No,659,2024-01-19
P00745,Red Label Coffee Beans,Beverages,Tea & Coffee,Red Label,420,5,465,4.5,12.09,36.86,No,640,2023-02-17
P00746,Nandini Butter,Fresh,Dairy & Eggs,Nandini,108,0,1425,4.6,10.5,34.9,Yes,11,2022-05-21
P00747,Sensodyne Electric Toothbrush,Personal Care,Oral Care,Sensodyne,133,20,157,4.2,16.1,37.91,No,518,2023-03-09
P00748,Pepsodent Dental Floss,Personal Care,Oral Care,Pepsodent,150,0,529,3.9,23.42,35.07,No,642,2023-08-01
P00749,Parle Namkeen Mix,Snacks,Snacks & Biscuits,Parle,192,20,545,3.3,36.07,32.67,No,371,2021-02-11
P00750,Heritage Cheese,Fresh,Dairy & Eggs,Heritage,89,10,1898,4.1,19.36,34.47,Yes,5,2020-12-17
P00751,Nestle Rasgulla,Snacks,Chocolates & Sweets,Nestle,163,5,694,3.9,24.23,34.17,No,391,2020-09-23
P00752,Emami Healthy & Tasty Rice Bran Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,566,5,562,4.2,16.93,36.96,No,649,2021-07-18
P00753,24 Mantra Basmati Rice,Staples,"Atta, Rice & Dal",24 Mantra,82,15,842,4.1,20.73,26.82,No,651,2022-08-05
P00754,Vim Detergent Liquid,Household,Cleaning & Laundry,Vim,547,10,594,4.6,10.38,34.13,No,359,2022-04-30
P00755,Patanjali Urad Dal,Staples,"Atta, Rice & Dal",Patanjali,284,15,584,4.4,12.29,29.52,No,224,2021-05-05
P00756,Sundrop Olive Oil,Staples,Edible Oils & Ghee,Sundrop,378,0,721,4.4,14.71,26.37,No,601,2023-02-06
P00757,Mother Dairy Curd,Fresh,Dairy & Eggs,Mother Dairy,159,10,1239,4.0,20.76,32.41,Yes,12,2020-02-24
P00758,Country Delight Buttermilk,Fresh,Dairy & Eggs,Country Delight,220,15,1779,3.5,30.11,36.24,Yes,7,2021-10-31
P00759,Closeup Dental Floss,Personal Care,Oral Care,Closeup,67,0,634,4.3,16.14,33.43,No,662,2021-07-25
P00760,Fortune Atta,Staples,"Atta, Rice & Dal",Fortune,140,10,531,4.1,19.17,38.84,No,191,2023-10-19
P00761,Balaji Cookies,Snacks,Snacks & Biscuits,Balaji,65,5,1685,3.3,36.03,36.75,No,228,2023-07-24
P00762,Vim Toilet Cleaner,Household,Cleaning & Laundry,Vim,534,0,490,3.2,38.32,28.49,No,435,2022-02-06
P00763,Aashirvaad Multigrain Atta,Staples,"Atta, Rice & Dal",Aashirvaad,265,0,259,3.8,24.58,29.97,No,405,2020-07-16
P00764,Dove Shampoo,Personal Care,Bath & Body,Dove,252,20,200,4.6,8.97,30.6,No,392,2023-01-14
P00765,Wagh Bakri Tea Powder,Beverages,Tea & Coffee,Wagh Bakri,318,0,421,3.7,26.04,30.19,No,192,2022-03-08
P00766,Fortune Groundnut Oil,Staples,Edible Oils & Ghee,Fortune,365,20,550,3.3,36.66,33.83,No,691,2020-07-27
P00767,Dove Face Wash,Personal Care,Bath & Body,Dove,206,15,232,3.8,25.91,26.74,No,505,2023-09-26
P00768,Coca-Cola Apple Juice,Beverages,Cold Drinks & Juices,Coca-Cola,134,15,968,4.3,14.7,31.19,No,193,2021-04-21
P00769,FarmFresh Cucumber,Fresh,Fruits & Vegetables,FarmFresh,129,5,767,3.3,35.12,35.55,Yes,7,2022-02-08
P00770,24 Mantra Sona Masoori Rice,Staples,"Atta, Rice & Dal",24 Mantra,428,10,407,3.7,27.93,28.59,No,713,2022-04-29
P00771,Pepsodent Toothpaste,Personal Care,Oral Care,Pepsodent,237,10,335,3.6,29.62,26.4,No,434,2023-11-08
P00772,Patanjali Body Lotion,Personal Care,Bath & Body,Patanjali,204,5,455,4.3,14.19,32.63,No,377,2020-04-16
P00773,Lux Conditioner,Personal Care,Bath & Body,Lux,86,5,696,4.1,20.39,36.93,No,699,2020-06-09
P00774,Brooke Bond Masala Tea,Beverages,Tea & Coffee,Brooke Bond,302,5,502,3.5,30.75,35.72,No,639,2023-07-25
P00775,Emami Healthy & Tasty Desi Ghee,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,572,0,382,3.9,22.5,33.38,No,697,2023-06-02
P00776,Closeup Toothbrush,Personal Care,Oral Care,Closeup,55,15,599,4.7,8.28,26.18,No,336,2023-02-06
P00777,Santoor Face Wash,Personal Care,Bath & Body,Santoor,277,10,418,3.7,27.69,32.79,No,521,2020-10-06
P00778,Pepsodent Toothbrush,Personal Care,Oral Care,Pepsodent,98,0,137,4.7,8.19,34.39,No,594,2022-05-01
P00779,Continental Herbal Tea,Beverages,Tea & Coffee,Continental,415,20,196,3.9,22.12,26.18,No,574,2023-03-04
P00780,Daawat Moong Dal,Staples,"Atta, Rice & Dal",Daawat,444,10,935,4.4,13.9,34.48,No,239,2023-08-26
P00781,Wagh Bakri Filter Coffee,Beverages,Tea & Coffee,Wagh Bakri,348,15,165,4.8,5.08,29.4,No,208,2023-11-29
P00782,Patanjali Face Wash,Personal Care,Bath & Body,Patanjali,273,5,271,3.6,29.74,30.06,No,345,2020-01-26
P00783,FreshBasket Lady Finger,Fresh,Fruits & Vegetables,FreshBasket,40,20,1630,4.7,6.5,33.6,Yes,9,2022-10-22
P00784,Pigeon Kitchen Towels,Household,Kitchen Essentials,Pigeon,250,0,140,4.3,16.33,34.84,No,326,2021-07-04
P00785,Fiama Body Lotion,Personal Care,Bath & Body,Fiama,197,0,237,4.6,8.0,38.95,No,607,2022-12-11
P00786,Bru Filter Coffee,Beverages,Tea & Coffee,Bru,274,5,467,3.5,30.4,32.7,No,694,2020-08-13
P00787,Sprite Fruit Juice,Beverages,Cold Drinks & Juices,Sprite,35,5,652,3.6,30.71,33.86,No,291,2023-07-27
P00788,Fortune Brown Rice,Staples,"Atta, Rice & Dal",Fortune,243,0,697,3.3,34.09,36.48,No,676,2023-10-09
P00789,Organic India Banana,Fresh,Fruits & Vegetables,Organic India,21,20,1063,3.4,33.57,39.9,Yes,14,2022-12-01
P00790,Amul Kaju Katli,Snacks,Chocolates & Sweets,Amul,489,10,421,4.4,13.03,35.27,No,425,2022-01-09
P00791,Dabur Red Dental Floss,Personal Care,Oral Care,Dabur Red,64,10,473,4.6,8.01,26.94,No,591,2024-01-25
P00792,Fortune Urad Dal,Staples,"Atta, Rice & Dal",Fortune,494,20,611,4.8,6.25,36.27,No,642,2023-06-20
P00793,Closeup Electric Toothbrush,Personal Care,Oral Care,Closeup,219,5,103,4.9,4.87,27.81,No,197,2023-07-21
P00794,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,79,20,1359,3.9,23.84,38.78,No,618,2022-09-02
P00795,Pears Body Lotion,Personal Care,Bath & Body,Pears,139,5,577,4.7,8.35,29.25,No,212,2020-09-18
P00796,B Natural Orange Juice,Beverages,Cold Drinks & Juices,B Natural,63,15,499,4.0,21.62,36.35,No,354,2023-09-13
P00797,Santoor Body Wash,Personal Care,Bath & Body,Santoor,54,5,467,4.7,8.3,36.69,No,443,2023-09-25
P00798,B Natural Fruit Juice,Beverages,Cold Drinks & Juices,B Natural,43,10,724,4.8,6.3,31.0,No,531,2022-02-11
P00799,Closeup Electric Toothbrush,Personal Care,Oral Care,Closeup,109,5,356,3.4,32.26,38.66,No,372,2020-08-25
P00800,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,234,20,80,3.7,27.77,37.15,No,577,2022-05-17
P00801,Haldirams Milk Chocolate,Snacks,Chocolates & Sweets,Haldirams,277,0,492,3.2,38.56,35.26,No,483,2021-03-24
P00802,Girnar Green Tea,Beverages,Tea & Coffee,Girnar,249,0,654,3.7,27.51,29.67,No,460,2023-12-17
P00803,Glad Food Storage Bags,Household,Kitchen Essentials,Glad,293,10,319,3.3,36.43,37.71,No,395,2024-02-09
P00804,24 Mantra Basmati Rice,Staples,"Atta, Rice & Dal",24 Mantra,422,15,676,4.9,3.98,27.27,No,202,2023-01-27
P00805,Continental Herbal Tea,Beverages,Tea & Coffee,Continental,456,15,455,3.3,36.18,35.77,No,379,2023-12-06
P00806,Glad Aluminium Foil,Household,Kitchen Essentials,Glad,205,20,130,4.6,10.13,33.14,No,347,2023-03-28
P00807,Freedom Olive Oil,Staples,Edible Oils & Ghee,Freedom,378,5,360,3.6,30.25,28.97,No,189,2022-01-11
P00808,Santoor Shampoo,Personal Care,Bath & Body,Santoor,258,5,141,3.4,34.92,37.31,No,233,2020-08-28
P00809,Prestige Kitchen Towels,Household,Kitchen Essentials,Prestige,116,15,331,3.3,34.72,32.67,No,356,2023-08-29
P00810,Closeup Toothpaste,Personal Care,Oral Care,Closeup,216,15,315,4.3,15.34,39.82,No,299,2020-06-18
P00811,Heritage Flavoured Milk,Fresh,Dairy & Eggs,Heritage,35,20,2051,4.9,3.44,29.6,Yes,6,2023-04-29
P00812,Patanjali Rice Bran Oil,Staples,Edible Oils & Ghee,Patanjali,524,10,586,3.4,32.98,29.29,No,369,2022-04-10
P00813,Patanjali Body Lotion,Personal Care,Bath & Body,Patanjali,290,0,417,4.6,9.62,27.72,No,307,2021-02-28
P00814,Lifebuoy Shampoo,Personal Care,Bath & Body,Lifebuoy,132,0,591,4.0,20.94,39.41,No,391,2023-08-29
P00815,Daawat Masoor Dal,Staples,"Atta, Rice & Dal",Daawat,485,0,289,4.9,3.52,34.55,No,355,2022-05-16
P00816,Pears Conditioner,Personal Care,Bath & Body,Pears,63,20,478,4.3,15.33,31.35,No,500,2022-12-06
P00817,Britannia Banana Chips,Snacks,Snacks & Biscuits,Britannia,80,0,659,3.4,34.57,36.78,No,317,2023-05-18
P00818,Vim Floor Cleaner,Household,Cleaning & Laundry,Vim,211,20,580,3.3,34.76,34.27,No,347,2022-03-30
P00819,Paper Boat Orange Juice,Beverages,Cold Drinks & Juices,Paper Boat,56,20,707,3.3,36.2,25.07,No,377,2024-01-03
P00820,Haldirams Digestive Biscuits,Snacks,Snacks & Biscuits,Haldirams,100,15,1053,3.2,37.81,38.84,No,307,2022-12-24
P00821,Country Delight Curd,Fresh,Dairy & Eggs,Country Delight,193,0,997,4.7,8.33,37.8,Yes,8,2021-07-14
P00822,FarmFresh Lady Finger,Fresh,Fruits & Vegetables,FarmFresh,116,0,901,3.5,32.18,35.41,Yes,12,2020-07-14
P00823,Milton Food Storage Bags,Household,Kitchen Essentials,Milton,184,20,330,4.2,18.69,37.44,No,578,2021-01-05
P00824,Haldirams Kaju Katli,Snacks,Chocolates & Sweets,Haldirams,180,10,198,4.4,14.14,30.14,No,326,2022-02-14
P00825,Pigeon Aluminium Foil,Household,Kitchen Essentials,Pigeon,167,20,476,4.4,12.55,25.2,No,659,2022-10-25
P00826,Haldirams Rasgulla,Snacks,Chocolates & Sweets,Haldirams,284,10,744,4.7,8.84,33.9,No,500,2020-07-03
P00827,Fiama Body Wash,Personal Care,Bath & Body,Fiama,162,0,250,4.2,16.25,35.71,No,684,2020-01-22
P00828,B Natural Iced Tea,Beverages,Cold Drinks & Juices,B Natural,51,15,317,4.2,18.73,28.8,No,615,2023-12-09
P00829,Milton Cling Wrap,Household,Kitchen Essentials,Milton,61,20,595,4.8,6.02,26.77,No,716,2021-04-05
P00830,Tata Sampann Toor Dal,Staples,"Atta, Rice & Dal",Tata Sampann,313,10,327,3.9,23.14,34.4,No,295,2021-11-23
P00831,Pears Body Wash,Personal Care,Bath & Body,Pears,193,15,374,3.7,26.01,30.53,No,583,2021-03-21
P00832,Lays Cookies,Snacks,Snacks & Biscuits,Lays,34,10,414,4.2,16.99,34.71,No,185,2021-12-17
P00833,Pears Body Lotion,Personal Care,Bath & Body,Pears,44,0,556,4.0,20.25,32.3,No,337,2022-04-21
P00834,Nandini Milk,Fresh,Dairy & Eggs,Nandini,226,10,801,4.0,21.12,34.53,Yes,7,2023-01-03
P00835,Lays Cookies,Snacks,Snacks & Biscuits,Lays,61,5,1026,4.5,10.02,26.75,No,383,2020-08-14
P00836,Dhara Sunflower Oil,Staples,Edible Oils & Ghee,Dhara,484,15,766,3.8,24.09,30.01,No,670,2023-09-24
